date,time,localCurrentTemperature,localCurrentApparentTemperature,LocalForecastedTemperature_3,LocalForecastedApparentTemperature_3,LocalForecastedTemperature_6,LocalForecastedApparentTemperature_6,localCurrentHumidity,LocalForecastedHumidity_3,LocalForecastedHumidity_6,LocalCurrent_Cloudiness,LocalForecastedCloudiness_3,LocalForecastedCloudiness_6,localCurrentUVIndex,LocalCurrent_Rain,LocalForecastedRain_3,LocalForecastedRain_6,LocalCurrent_Snow,LocalForecastedSnow_3,LocalForecastedSnow_6,SensorTemperature,SensorRelativeHumidity,SensorUltraviolet,SensorLuminance,MotionAlarm,TamperAlarm,WallPlugSwitch1_Switch_1,WallPlugSwitch1_SensorPower_1,Multisensor_outside_SensorTemperature,Multisensor_outside_SensorRelativeHumidity,Multisensor_outside_SensorUltraviolet,Multisensor_outside_SensorLuminance,Multisensor_outside_TamperAlarm,Multisensor_outside_MotionAlarm,sensor1_temperature,sensor2_temperature,sensor3_temperature,sensor4_temperature,sensor5_temperature,sensor1_humidity,sensor2_humidity,sensor3_humidity,sensor4_humidity,sensor5_humidity,Enocean_Temperature_1,Enocean_Humidity_1,Brightness_sensor_temperature_1,Brightness_Sensor_Temperature_2,Brightness_Sensor_Ambient_Brightness_1,Brightness_Sensor_Ambient_Brightness_2,Brightness_Sensor_Motion_detection_1,Brightness_Sensor_Motion_detection_2,Brightness_Sensor_Battery_1,Brightness_Sensor_Battery_2,Socket_Energy_1,Socket_Energy_2,Socket_Power_1,Socket_Power_2,Socket_Switch_1,Socket_Switch_2,Socket_Energy_3,Socket_Energy_4,Socket_Power_3,Socket_Power_4,Socket_Switch_3,Socket_Switch_4,Luminance_Sensor_Luminance_1,Luminance_Sensor_Luminance_2,Luminance_Sensor_Battery_1,Luminance_Sensor_Battery_2,Rain_Sensor_Precipitation_1,Rain_Sensor_Water_Meter_1,Rain_Sensor_Battery_1,AIR_Quality_Sensor_CO2_2,AIR_Quality_Sensor_Dew_point_2,AIR_Quality_Sensor_Humidity_2,AIR_Quality_Sensor_Temperature_2,AIR_Quality_Sensor_VOC_2,AirQualitySensor_SensorTemperature,AirQualitySensor_SensorRelativeHumidity,AirQualitySensor_SensorVOLATILE_ORGANIC_COMPOUND,AirQualitySensor_SensorDewPoint,AirQualitySensor_SensorCO2,Weather_Station_Air_Pressure_1,Weather_Station_Dew_Point_1,Weather_Station_Electricity_meter_1,Weather_Station_Heat_meter_1,Weather_Station_Humidity_1,Weather_Station_Luminance_1,Weather_Station_Temperature_1,Weather_Station_Wind_Speed_1,Rain_Sensor_Precipitation_2,Rain_Sensor_Water_Meter_2,Rain_Sensor_Battery_2,Temperature_25,Temperature_26,Temperature_27,Weather_Station_Air_Pressure_2,Weather_Station_Dew_Point_2,Weather_Station_Electricity_meter_2,Weather_Station_Heat_meter_2,Weather_Station_Humidity_2,Weather_Station_Luminance_2,Weather_Station_Temperature_2,Weather_Station_Wind_Speed_2,wind_sensor_power,wind_sensor_energy,Window_opening_power,Window_opening_energy,Slats_angle_power,Slats_angle_energy,Window_blinds_power,Window_blinds_energy,Weather_Station_Air_Pressure_3,Weather_Station_Dew_Point_3,Weather_Station_Electricity_meter_3,Weather_Station_Heat_meter_3,Weather_Station_Humidity_3,Weather_Station_Luminance_3,Weather_Station_Temperature_3,Weather_Station_Wind_Speed_3,AIR_Quality_Sensor_CO2_3,AIR_Quality_Sensor_Dew_point_3,AIR_Quality_Sensor_Humidity_3,AIR_Quality_Sensor_Temperature_3,AIR_Quality_Sensor_VOC_3,AIR_Quality_Sensor_CO2_4,AIR_Quality_Sensor_Dew_point_4,AIR_Quality_Sensor_Humidity_4,AIR_Quality_Sensor_Temperature_4,AIR_Quality_Sensor_VOC_4,AIR_Quality_Sensor_CO2_5,AIR_Quality_Sensor_Dew_point_5,AIR_Quality_Sensor_Humidity_5,AIR_Quality_Sensor_Temperature_5,AIR_Quality_Sensor_VOC_5
2021-09-09,20:29:59,21.81,21.69,21.81,21.69,19.7,19.63,63,63,73,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25.1,43,0,0,OFF,OFF,OFF,0,19.1,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,50.28,21,57,27.5,22.5,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.3,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,29.05,37.4,32.21,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,49,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:30:29,21.81,21.69,21.81,21.69,19.7,19.63,63,63,73,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25.1,43,0,0,OFF,OFF,OFF,0,19,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,50.28,21,57,27.5,22.5,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.3,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,29.05,37.4,32.21,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,49,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:31:00,21.81,21.69,21.81,21.69,19.7,19.63,63,63,73,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,19,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,50.28,21,57,27.5,22.5,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.3,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,29.05,37.4,32.21,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,49,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:31:30,21.81,21.69,21.81,21.69,19.7,19.63,63,63,73,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,19,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,50.28,21,57,27.5,22.5,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.3,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,37.4,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,49,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:32:00,21.81,21.69,21.81,21.69,19.7,19.63,63,63,73,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,18.9,66,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,50.28,21,57,27.5,22.5,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.3,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,37.4,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,49,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:32:30,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,18.9,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,50.28,21,57,27.5,22.5,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,37.4,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,49,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:33:01,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,19,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,50.28,21,57,27.5,22.5,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,37.4,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,49,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:33:31,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,18.9,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,50.28,21,57,27.5,22.5,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,37.4,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:34:01,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,18.9,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,50.28,21,57,27.5,22.5,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,37.4,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:34:31,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,18.9,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,50.28,20,58,27.5,22.5,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:35:12,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,18.9,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,50.28,20,58,27.5,22.5,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:35:43,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,18.9,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,50.28,20,58,27.5,22.5,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:36:13,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,18.9,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22.5,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:36:43,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,18.9,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22.5,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:37:13,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,18.9,66,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:37:44,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,18.8,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.8,0.332,658,13.6,44,26.5,0
2021-09-09,20:38:14,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,24.9,43,0,0,OFF,OFF,OFF,0,18.8,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.3,0.332,658,13.6,44,26.5,0
2021-09-09,20:38:44,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,24.9,43,0,0,OFF,OFF,OFF,0,18.8,66,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.3,0.332,658,13.6,44,26.5,0
2021-09-09,20:39:14,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,18.8,65,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.3,0.332,658,13.6,44,26.5,0
2021-09-09,20:39:44,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,25,43,0,0,OFF,OFF,OFF,0,18.8,66,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.3,0.332,658,13.6,44,26.5,0
2021-09-09,20:40:15,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,24.9,43,0,0,OFF,OFF,OFF,0,18.8,66,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.3,0.332,658,13.6,44,26.5,0
2021-09-09,20:40:45,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,24.9,43,0,0,OFF,OFF,OFF,0,18.8,66,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.3,0.332,658,13.6,44,26.5,0
2021-09-09,20:41:15,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,24.9,43,0,0,OFF,OFF,OFF,0,18.8,66,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.3,0.332,658,13.6,44,26.5,0
2021-09-09,20:41:46,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,24.9,43,0,0,OFF,OFF,OFF,0,18.8,66,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.3,0.332,658,13.6,44,26.5,0
2021-09-09,20:42:16,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,24.9,43,0,0,OFF,OFF,OFF,0,18.8,66,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.3,0.332,658,13.6,44,26,0
2021-09-09,20:42:46,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,24.9,43,0,0,OFF,OFF,OFF,0,18.8,66,0,0,OFF,OFF,29.4,29.5,22.22,29.4,24.42,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.3,0.332,658,13.6,44,26,0
2021-09-09,20:43:16,19.97,19.85,18.5,18.44,16.42,16.42,70,78,88,0,0,1,4.42,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,24.9,43,0,0,OFF,OFF,OFF,0,18.8,66,0,0,OFF,OFF,29.4,29.5,22.22,29.4,23.76,9.0,6.0,67.21,38.0,55.29,20,58,27.5,22,70,98,OFF,OFF,100,100,6.316,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,14.5,54,24.1,0.429,28.4,41,0.001,13.6,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,76,28.5,36.83,31.68,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,665,13.8,49,24.9,0,692,13.6,51,24.3,0.332,658,13.6,44,26,0
